Player,Team,Postion,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,TTL,AVG
Tyson Campbell,JAC,DB,99,100,98,100,,,,,,,,,,,,,,,251,99
Rayshawn Jenkins,JAC,DB,100,99,98,97,,,,,,,,,,,,,,,249,98
Darious Williams,JAC,DB,100,87,86,91,,,,,,,,,,,,,,,231,91
Tre Herndon,JAC,DB,68,67,41,62,,,,,,,,,,,,,,,153,60
J.C. Jackson,LAC,DB,66,63,0,0,,,,,,,,,,,,,,,85,64
JT Woods,LAC,DB,21,0,51,0,,,,,,,,,,,,,,,56,38
Ja'Sir Taylor,LAC,DB,25,52,82,68,,,,,,,,,,,,,,,168,58
Derwin James Jr.,LAC,DB,100,100,63,0,,,,,,,,,,,,,,,184,86
Asante Samuel Jr.,LAC,DB,76,100,100,99,,,,,,,,,,,,,,,270,94
Alohi Gilman,LAC,DB,100,100,100,0,,,,,,,,,,,,,,,214,100
Michael Davis,LAC,DB,100,37,100,99,,,,,,,,,,,,,,,245,85
Xavien Howard,MIA,DB,98,100,76,100,,,,,,,,,,,,,,,258,94
Eli Apple,MIA,DB,74,92,0,0,,,,,,,,,,,,,,,128,83
Jevon Holland,MIA,DB,100,100,75,95,,,,,,,,,,,,,,,256,93
Justin Bethel,MIA,DB,11,14,83,67,,,,,,,,,,,,,,,109,40
DeShon Elliott,MIA,DB,100,100,75,0,,,,,,,,,,,,,,,201,93
Kader Kohou,MIA,DB,98,100,75,100,,,,,,,,,,,,,,,257,94
Tre Brown,SEA,DB,75,83,0,0,,,,,,,,,,,,,,,116,79
Quandre Diggs,SEA,DB,100,100,85,89,,,,,,,,,,,,,,,281,93
Michael Jackson Sr.,SEA,DB,26,0,78,84,,,,,,,,,,,,,,,146,62
Coby Bryant,SEA,DB,79,74,0,0,,,,,,,,,,,,,,,113,77
Artie Burns,SEA,DB,22,23,87,0,,,,,,,,,,,,,,,102,45
Riq Woolen,SEA,DB,100,17,0,97,,,,,,,,,,,,,,,165,75
Julian Love,SEA,DB,100,100,85,100,,,,,,,,,,,,,,,289,96
Derion Kendrick,LAR,DB,92,91,100,98,,,,,,,,,,,,,,,239,96
Cobie Durant,LAR,DB,78,58,79,70,,,,,,,,,,,,,,,179,72
Quentin Lake,LAR,DB,18,18,19,14,,,,,,,,,,,,,,,43,17
Russ Yeast,LAR,DB,100,100,100,98,,,,,,,,,,,,,,,248,100
Jordan Fuller,LAR,DB,100,100,100,100,,,,,,,,,,,,,,,249,100
Ahkello Witherspoon,LAR,DB,92,100,100,100,,,,,,,,,,,,,,,245,98
Marcus Jones,NE,DB,36,32,0,0,,,,,,,,,,,,,,,44,34
Kyle Dugger,NE,DB,100,100,100,90,,,,,,,,,,,,,,,255,97
Jabrill Peppers,NE,DB,88,100,95,100,,,,,,,,,,,,,,,251,96
Christian Gonzalez,NE,DB,100,100,98,26,,,,,,,,,,,,,,,209,80
Adrian Phillips,NE,DB,26,21,10,23,,,,,,,,,,,,,,,52,20
Jalen Mills,NE,DB,14,21,37,37,,,,,,,,,,,,,,,71,28
Jonathan Jones,NE,DB,80,0,0,0,,,,,,,,,,,,,,,53,80
Myles Bryant,NE,DB,67,84,98,100,,,,,,,,,,,,,,,229,87
Darius Slay,PHI,DB,100,100,100,99,,,,,,,,,,,,,,,262,100
Josh Jobe,PHI,DB,10,100,57,87,,,,,,,,,,,,,,,161,61
Reed Blankenship,PHI,DB,98,0,100,100,,,,,,,,,,,,,,,203,99
Justin Evans,PHI,DB,96,100,13,0,,,,,,,,,,,,,,,141,77
Avonte Maddox,PHI,DB,89,22,0,0,,,,,,,,,,,,,,,84,60
James Bradberry,PHI,DB,90,0,98,100,,,,,,,,,,,,,,,196,96
Terrell Edmunds,PHI,DB,13,91,87,100,,,,,,,,,,,,,,,182,70
Josh Blackwell,CHI,DB,17,0,12,0,,,,,,,,,,,,,,,19,14
Tyrique Stevenson,CHI,DB,100,100,29,100,,,,,,,,,,,,,,,201,79
Jaylon Johnson,CHI,DB,100,100,47,0,,,,,,,,,,,,,,,167,80
Jaquan Brisker,CHI,DB,95,58,99,100,,,,,,,,,,,,,,,222,87
Eddie Jackson,CHI,DB,100,24,0,0,,,,,,,,,,,,,,,77,59
Kyler Gordon,CHI,DB,45,0,0,0,,,,,,,,,,,,,,,27,45
Innis Gaines,GB,DB,7,0,0,0,,,,,,,,,,,,,,,5,7
Rasul Douglas,GB,DB,100,100,100,100,,,,,,,,,,,,,,,292,100
Jaire Alexander,GB,DB,76,100,0,0,,,,,,,,,,,,,,,138,88
Rudy Ford,GB,DB,93,100,100,100,,,,,,,,,,,,,,,287,98
Keisean Nixon,GB,DB,77,46,74,64,,,,,,,,,,,,,,,188,64
Dallin Leavitt,GB,DB,7,0,0,0,,,,,,,,,,,,,,,5,7
Darnell Savage Jr.,GB,DB,81,100,100,100,,,,,,,,,,,,,,,278,95
Carrington Valentine,GB,DB,27,2,52,35,,,,,,,,,,,,,,,80,26
Jonathan Owens,GB,DB,19,0,0,0,,,,,,,,,,,,,,,14,19
Damarri Mathis,DEN,DB,98,100,100,99,,,,,,,,,,,,,,,275,99
Essang Bassey,DEN,DB,39,89,66,0,,,,,,,,,,,,,,,136,66
Pat Surtain II,DEN,DB,100,100,100,100,,,,,,,,,,,,,,,277,100
Kareem Jackson,DEN,DB,93,48,100,90,,,,,,,,,,,,,,,228,82
Justin Simmons,DEN,DB,100,100,0,0,,,,,,,,,,,,,,,132,100
Marcus Peters,LV,DB,100,95,100,97,,,,,,,,,,,,,,,263,98
Jakorian Bennett,LV,DB,100,91,100,40,,,,,,,,,,,,,,,223,83
Marcus Epps,LV,DB,100,81,100,100,,,,,,,,,,,,,,,254,94
Roderic Teamer,LV,DB,9,19,0,0,,,,,,,,,,,,,,,21,14
Tre'von Moehrig,LV,DB,92,100,100,100,,,,,,,,,,,,,,,264,98
Nate Hobbs,LV,DB,94,100,82,0,,,,,,,,,,,,,,,189,93
Tre Hawkins III,NYG,DB,88,63,67,0,,,,,,,,,,,,,,,148,71
Deonte Banks,NYG,DB,43,100,52,100,,,,,,,,,,,,,,,188,72
Nick McCloud,NYG,DB,33,0,0,0,,,,,,,,,,,,,,,19,33
Adoree' Jackson,NYG,DB,91,100,96,100,,,,,,,,,,,,,,,253,97
Dane Belton,NYG,DB,10,11,0,15,,,,,,,,,,,,,,,21,12
Xavier McKinney,NYG,DB,100,100,100,100,,,,,,,,,,,,,,,261,100
Jason Pinnock,NYG,DB,100,98,100,100,,,,,,,,,,,,,,,260,100
Markquese Bell,DAL,DB,44,45,15,40,,,,,,,,,,,,,,,83,36
Trevon Diggs,DAL,DB,77,100,0,0,,,,,,,,,,,,,,,101,86
Jayron Kearse,DAL,DB,76,100,100,100,,,,,,,,,,,,,,,216,93
Noah Igbinoghene,DAL,DB,23,0,0,0,,,,,,,,,,,,,,,16,23
Stephon Gilmore,DAL,DB,77,100,98,100,,,,,,,,,,,,,,,216,93
DaRon Bland,DAL,DB,79,55,97,78,,,,,,,,,,,,,,,183,79
Israel Mukuamu,DAL,DB,33,0,0,0,,,,,,,,,,,,,,,23,33
Malik Hooker,DAL,DB,70,94,92,95,,,,,,,,,,,,,,,201,86
Juanyeh Thomas,DAL,DB,59,34,0,24,,,,,,,,,,,,,,,70,41
C.J. Goodwin,DAL,DB,23,0,0,0,,,,,,,,,,,,,,,16,23
Jordan Whitehead,NYJ,DB,99,99,100,100,,,,,,,,,,,,,,,296,99
D.J. Reed Jr.,NYJ,DB,100,94,100,100,,,,,,,,,,,,,,,293,98
Tony Adams,NYJ,DB,97,37,0,0,,,,,,,,,,,,,,,99,64
Sauce Gardner,NYJ,DB,100,94,100,100,,,,,,,,,,,,,,,293,98
Adrian Amos,NYJ,DB,14,61,100,97,,,,,,,,,,,,,,,203,68
Michael Carter II,NYJ,DB,81,38,65,71,,,,,,,,,,,,,,,186,62
Tre'Davious White,BUF,DB,100,85,87,72,,,,,,,,,,,,,,,182,85
Christian Benford,BUF,DB,100,100,100,52,,,,,,,,,,,,,,,182,85
Jordan Poyer,BUF,DB,100,85,87,0,,,,,,,,,,,,,,,135,91
Micah Hyde,BUF,DB,98,85,81,100,,,,,,,,,,,,,,,196,92
Taylor Rapp,BUF,DB,33,15,19,100,,,,,,,,,,,,,,,99,46
Will Harris,DET,DB,5,0,1,25,,,,,,,,,,,,,,,18,8
Grayland Arnold,HOU,DB,2,33,73,71,,,,,,,,,,,,,,,115,48
Jaylinn Hawkins,ATL,DB,6,10,16,0,,,,,,,,,,,,,,,21,10
Chandon Sullivan,PIT,DB,19,54,25,30,,,,,,,,,,,,,,,99,33
Taron Johnson,BUF,DB,69,80,87,86,,,,,,,,,,,,,,,172,81
Amik Robertson,LV,DB,5,0,0,91,,,,,,,,,,,,,,,62,50
Kelee Ringo,PHI,DB,0,2,0,0,,,,,,,,,,,,,,,1,2
Mario Goodrich,PHI,DB,0,67,0,0,,,,,,,,,,,,,,,39,67
Theo Jackson,MIN,DB,0,27,5,0,,,,,,,,,,,,,,,24,17
Mike Hughes,ATL,DB,0,2,10,41,,,,,,,,,,,,,,,35,19
Dane Jackson,BUF,DB,0,15,13,75,,,,,,,,,,,,,,,62,39
David Long Jr.,LV,DB,0,15,0,58,,,,,,,,,,,,,,,50,34
Rock Ya-Sin,BAL,DB,0,42,35,36,,,,,,,,,,,,,,,79,37
Zyon McCollum,TB,DB,0,100,100,100,,,,,,,,,,,,,,,198,100
Greg Stroman Jr.,CHI,DB,0,46,64,35,,,,,,,,,,,,,,,99,50
Quindell Johnson,CHI,DB,0,39,8,0,,,,,,,,,,,,,,,34,23
Jaylon Jones,CHI,DB,0,1,55,0,,,,,,,,,,,,,,,43,24
Elijah Hicks,CHI,DB,0,79,100,100,,,,,,,,,,,,,,,181,92
Daniel Thomas,JAC,DB,0,3,0,0,,,,,,,,,,,,,,,2,3
Andrew Wingard,JAC,DB,0,24,7,28,,,,,,,,,,,,,,,36,20
Jaylen Watson,KC,DB,0,31,57,0,,,,,,,,,,,,,,,50,42
Tre Avery,TEN,DB,0,82,0,0,,,,,,,,,,,,,,,56,82
Mike Brown,TEN,DB,0,29,0,0,,,,,,,,,,,,,,,20,29
DeAndre Houston-Carson,HOU,DB,0,51,0,0,,,,,,,,,,,,,,,29,51
Nick Cross,IND,DB,0,5,4,1,,,,,,,,,,,,,,,8,3
Tracy Walker III,DET,DB,0,12,100,100,,,,,,,,,,,,,,,133,67
Devon Witherspoon,SEA,DB,0,100,100,100,,,,,,,,,,,,,,,220,100
John Johnson III,LAR,DB,0,7,0,0,,,,,,,,,,,,,,,4,7
Andre Chachere,ARI,DB,0,93,60,49,,,,,,,,,,,,,,,139,68
Ashtyn Davis,NYJ,DB,0,3,7,17,,,,,,,,,,,,,,,20,8
Brandin Echols,NYJ,DB,0,24,0,1,,,,,,,,,,,,,,,22,12
Fabian Moreau,DEN,DB,0,11,0,15,,,,,,,,,,,,,,,19,13
Delarrin Turner-Yell,DEN,DB,0,40,100,97,,,,,,,,,,,,,,,172,79
Shaun Wade,NE,DB,0,22,60,89,,,,,,,,,,,,,,,114,58
Elijah Riley,PIT,DB,0,11,0,0,,,,,,,,,,,,,,,10,11
Juan Thornhill,CLE,DB,0,100,96,97,,,,,,,,,,,,,,,156,98
Terell Smith,CHI,DB,0,6,74,100,,,,,,,,,,,,,,,109,57
Jourdan Lewis,DAL,DB,0,21,56,56,,,,,,,,,,,,,,,75,46
George Odum,SF,DB,0,0,8,21,,,,,,,,,,,,,,,19,16
Darnay Holmes,NYG,DB,0,0,18,0,,,,,,,,,,,,,,,15,18
Parry Nickerson,MIA,DB,0,0,31,0,,,,,,,,,,,,,,,19,31
Kelvin Joseph,MIA,DB,0,0,24,10,,,,,,,,,,,,,,,21,17
Elijah Campbell,MIA,DB,0,0,26,5,,,,,,,,,,,,,,,19,16
Brandon Jones,MIA,DB,0,0,26,100,,,,,,,,,,,,,,,74,62
Ka'dar Hollman,HOU,DB,0,0,7,0,,,,,,,,,,,,,,,5,7
Jimmie Ward,HOU,DB,0,0,95,88,,,,,,,,,,,,,,,121,92
Ifeatu Melifonwu,DET,DB,0,0,72,81,,,,,,,,,,,,,,,94,76
Corey Ballentine,GB,DB,0,0,49,67,,,,,,,,,,,,,,,80,59
Lonnie Johnson Jr.,NO,DB,0,0,10,28,,,,,,,,,,,,,,,28,19
Jordan Howden,NO,DB,0,0,100,0,,,,,,,,,,,,,,,79,100
Siran Neal,BUF,DB,0,0,13,0,,,,,,,,,,,,,,,7,13
Raheem Layne,LAC,DB,0,0,2,100,,,,,,,,,,,,,,,75,43
Daryl Worley,BAL,DB,0,0,90,13,,,,,,,,,,,,,,,85,56
Julius Brents,IND,DB,0,0,74,96,,,,,,,,,,,,,,,132,86
Matthew Jackson,TEN,DB,0,0,3,0,,,,,,,,,,,,,,,2,3
Jerrick Reed II,SEA,DB,0,0,15,11,,,,,,,,,,,,,,,20,13
D'Shawn Jamison,CAR,DB,0,0,5,71,,,,,,,,,,,,,,,38,30
Ezekiel Turner,ARI,DB,0,0,15,69,,,,,,,,,,,,,,,50,37
Donovan Wilson,DAL,DB,0,0,52,56,,,,,,,,,,,,,,,63,54
Miles Killebrew,PIT,DB,0,0,1,0,,,,,,,,,,,,,,,1,1
Derrek Pitts,TB,DB,0,0,22,0,,,,,,,,,,,,,,,18,22
Dee Delaney,TB,DB,0,0,30,97,,,,,,,,,,,,,,,87,60
Sydney Brown,PHI,DB,0,0,26,0,,,,,,,,,,,,,,,12,26
Jeff Okudah,ATL,DB,0,0,16,74,,,,,,,,,,,,,,,60,44
Anthony Kendall,TEN,DB,0,0,1,0,,,,,,,,,,,,,,,1,1
Teez Tabor,SEA,DB,0,0,15,0,,,,,,,,,,,,,,,12,15
DeMarcco Hellams,ATL,DB,0,0,0,18,,,,,,,,,,,,,,,12,18
Jaylon Jones,IND,DB,0,0,0,7,,,,,,,,,,,,,,,6,7
J.T. Gray,NO,DB,0,0,0,6,,,,,,,,,,,,,,,4,6
Johnathan Abram,NO,DB,0,0,0,79,,,,,,,,,,,,,,,56,79
Shyheim Carter,TEN,DB,0,0,0,21,,,,,,,,,,,,,,,11,21
Kevon Seymour,BAL,DB,0,0,0,17,,,,,,,,,,,,,,,12,17
Arthur Maulet,BAL,DB,0,0,0,64,,,,,,,,,,,,,,,44,64
Ja'Quan McMillian,DEN,DB,0,0,0,60,,,,,,,,,,,,,,,43,60
Dean Marlowe,LAC,DB,0,0,0,100,,,,,,,,,,,,,,,73,100
Kendall Sheffield,SF,DB,0,0,0,15,,,,,,,,,,,,,,,11,15
Ji'Ayir Brown,SF,DB,0,0,0,15,,,,,,,,,,,,,,,11,15
Jamal Adams,SEA,DB,0,0,0,12,,,,,,,,,,,,,,,9,12
Bryce Hall,NYJ,DB,0,0,0,6,,,,,,,,,,,,,,,4,6
